temperature,vibration,pressure,humidity,operational_hours,error_count,last_maintenance_days,robot_age_months,power_consumption,failure
77.45071229516849,0.36496434500512365,82.73012790070132,28.288779626503686,318.56762528260083,6,339.33555514941503,21.589703593283783,364.5400338927358,0
67.92603548243223,0.47109626585689646,99.37593022121833,35.53603749393315,4693.029963600071,1,261.76755810126775,50.98344696162344,395.9619849156089,0
79.71532807151038,0.34151601580000773,100.36033744088893,30.869097246386325,9246.228178425285,4,211.13324369601298,90.54260696818268,532.3393855065688,0
92.84544784612038,0.43840769407219193,109.45260691686812,36.78006271888293,3975.918693106466,2,83.96052290585692,100.8279575457153,505.0090148570797,1
66.48769937914996,0.12127706660924287,72.66283273438347,41.78774533933217,6249.224697884563,2,5.612102776241403,117.5082111043408,555.5856451551856,0
66.4879456457623,0.5426587414745877,111.85134547694662,57.557317294970765,7798.1867562314355,5,253.55531959485444,8.878086011006285,493.3630160789946,0
93.68819223261087,0.5002410950724449,45.9121673679445,40.18261441941446,7839.252791418876,6,84.32455418316694,26.00186413751912,369.33206693552086,1
81.51152093729362,0.33658227378636185,87.40230895272379,21.21561439845611,5192.8008239527135,5,313.2293771715605,90.79558108610372,549.4440923493606,1
62.95788421097572,0.631849133686481,90.23452315096911,62.10101769742741,8579.519454023362,4,170.22290337390314,64.87184472667943,399.5310721125085,0
78.13840065378947,0.6875140275253117,112.66653652142477,32.443647995774406,3913.7809336374694,5,193.6819875659465,39.32157287549018,564.6614301988934,0
63.04873460781307,0.17848802712620515,100.45261705353738,44.119193593430566,8886.932147847983,7,275.18683865722386,24.670759349669225,383.40799970430396,0
63.01405369644615,0.3474550442867571,71.88873892287427,51.69804760411067,2402.2716639554533,4,284.49217184822027,33.65730619709376,431.25233735964747,1
73.62943407349051,0.3461715300425403,80.3001374836597,47.99415627604174,2802.16406990571,2,234.56755407440738,51.51467403611423,463.8608359432085,0
41.30079633013303,0.312019379778227,103.97360019094813,61.412693212822134,531.206241990011,9,342.5276126256512,21.25814634072393,567.4404801056949,1
44.12623251230451,0.6658949683863498,98.41865316270888,52.185047150891386,7955.818365422829,4,358.53892925695305,115.70711470521007,517.5997252127395,1
61.56568706138541,0.4612347722454393,88.41751780728507,32.08035630454338,4170.552362327056,3,345.61318719673517,12.910613351984924,502.00013221509244,0
54.80753319498364,0.44709703173787785,90.38332420976042,77.67843260987493,2291.1661391139905,4,300.8254026505394,118.26929213870629,688.5668785055306,1
74.71370998892911,0.0992275271186493,113.92335994318577,47.915001950073496,2317.9027761657967,4,257.5532053891518,101.02719432008071,316.30168387748546,0
56.37963886718184,0.6270836060418453,89.6461485426157,42.78989660067741,9013.99941229233,6,242.11393812680865,50.778194101648694,396.1622357299449,0
48.81544447997062,0.2521483210293055,98.23817511941853,59.45888134583356,8339.166004610368,4,37.868814575994875,88.77796012658521,391.88115219610086,0
91.98473153382331,0.5119865260532657,143.39873176161086,48.74176418895108,5535.308853571833,6,99.09178658897606,80.58182924356632,322.93476900777256,1
66.61335549270197,0.5554753875916383,71.52634726232154,50.98842289408991,6161.10800415721,9,2.0762015882226175,25.594430153871713,428.04804871139726,0
71.01292307031886,0.7721317191677302,62.96314536850683,82.3827599790103,4743.25570550291,3,50.15460263540703,40.68841033427357,568.7769163796706,0
48.62877720679815,0.23823592017617756,115.67179329597214,40.8731785761743,3916.665428788089,3,160.31875916675375,61.57470753665494,440.8352601484248,0
61.834259132122256,-0.10390243116416509,86.42713877411794,40.23358658973906,9154.768812183314,8,53.48584103801177,76.54130158652723,466.699702801369,0
71.66383884564799,0.536769908950739,93.6352494451476,46.74867768018696,1256.1270352030208,6,329.10714635701663,65.14739776279458,327.7445172119718,1
52.73509633866546,0.8601022363021708,84.37687243737771,61.07273903371558,4184.46789716228,1,294.0802026473779,56.75849532077686,420.34744248396527,1
75.63547027518509,0.7477892705878875,94.80399718464975,22.401989547144012,3445.6190798787534,7,26.138347912674153,53.17827281458802,453.8301284412416,0
60.99041965121793,0.5419318830549251,131.97076224192682,15.516661627852422,4981.507202511484,5,90.8535061455521,59.791739915402154,564.2400422547114,1
65.62459375310085,0.40167276287359055,116.04256917236239,36.193270940697786,4576.318745451751,7,298.96123788320074,52.12218238151644,332.5083602081779,0
60.97440081655905,0.661424519327462,117.24447023773953,20.491155614110692,5188.895316510814,5,293.1118361943538,64.95960930548591,454.49912542788616,0
97.78417276763406,0.30529076005910627,71.67545888414709,38.62752978711542,1399.189772269941,2,345.0894507929929,106.55823588560001,608.681803006889,0
69.79754162893099,0.5952715538712439,76.97692526894261,52.537495441939356,5131.415015132771,6,364.10493299033647,75.9395175665534,455.49167143767363,0
54.13433606566149,0.6010940318333253,43.21842681029146,31.638767046716048,2424.1881388721085,7,356.33857308300946,86.71450499862482,288.4438585881321,1
82.33817368154783,0.7120419814997759,83.81238357834492,23.597601348279863,1843.3134898819126,5,149.70036478832614,71.69797604769319,627.9175777348191,0
51.68734525043467,1.0519320077822156,119.13406372771317,46.04005742573022,648.3421878619122,6,91.36988198774176,77.16212188968026,573.4896942538332,1
73.13295392507133,0.5784831934357534,110.33893031496741,57.93815226922756,7626.525587561409,5,276.8197195058778,69.40197941378162,586.9397175078791,0
40.60494814180336,0.39820727485850027,95.56973474095753,19.57539842225081,4274.4192085656,6,109.23460585157125,3.2239826634987834,325.6216353254606,1
50.07720926652354,0.49488513756160113,99.55399432563894,57.30348597458976,6266.436833117584,3,294.3361314479354,119.95180586400238,651.2455725847215,0
72.95291853803685,0.14618481902217634,86.22228914849188,57.25959305607489,7275.933433047433,4,194.89347659524242,4.033108825547602,422.67239148888024,1
81.07699869993115,0.3610573737821884,104.09517764803569,59.311276532349424,6793.166653135535,5,289.78345546075815,47.417760988038445,449.0561055779769,0
72.57052421784955,0.4181435123773792,115.3175655896123,63.2772032230753,4705.007190896823,8,100.69615609670882,12.61388139587201,429.72228340079965,0
68.2652757641764,0.3951823204130815,67.68226425179054,78.03020886989424,3878.985289517298,10,185.4299701771446,11.631414052911895,594.6937181955207,0
65.48344456616067,0.5304709744067444,105.99295375674696,39.65861927071417,3759.5990964066373,5,205.86868466479643,95.22323420093804,482.02016474947044,0
47.82217014448859,0.33551601352355986,118.64869741909334,46.643573701167874,6400.487969300563,3,344.23444471784825,51.111093522969234,548.1741032587626,1
59.20233687407937,0.7242061334648943,91.69799422073261,38.75342350127961,4947.943549418734,7,97.30811554310232,96.13664499585178,507.5901022884368,0
63.09041843560319,0.5000414129836395,114.01401224241167,45.02965267133716,8491.322479885106,2,341.89120733898653,32.73437648169978,490.49579963070795,1
85.85683339328374,0.4981399357722771,156.29308888945104,67.99310033454468,8747.01984326712,6,293.7735041449863,30.775535016748172,405.3215936253804,1
75.15427434352692,0.43442105669741643,97.91314414026216,24.824782741039968,1705.6037800651845,6,266.7763297416438,30.147765817735458,681.2140587307765,1
43.554397669558995,0.5310381367717958,107.86614100010647,32.08425491751637,1362.3365154572564,6,287.20764825257066,73.93747516895031,353.6606371494771,0
74.86125954092192,0.6650196529335269,85.23885832677217,65.65771404756842,6304.009260359995,5,220.9801417462208,97.79992678147201,541.2253974034685,0
64.22376579375525,0.3265739568578199,103.625023252041,60.30054760353135,3012.257480622794,0,89.08920381880733,54.27132120902887,537.6656592107279,0
59.84616999541062,0.36837670218494867,109.20543249964608,39.55302529774383,185.7071876509886,6,69.16566362654625,45.509866876929884,615.4356286152425,0
79.17514433261302,0.43925479424466707,103.89684680540276,57.8160300168108,8886.426693629552,4,316.21462408539253,116.82954650419792,638.8090032379278,1
85.46499283743927,0.230825815305357,79.60609360582286,50.118237637380496,2269.0076724380824,6,264.6758819474791,14.010484321396657,486.26114005832244,1
83.96920178674299,0.33614842805570044,104.12723542650902,67.50411913501482,9292.80651685809,3,77.8195632077464,58.3959218453871,553.0394305924752,0
57.41173715166042,0.4047558252910682,129.24391877435272,46.117643907401586,7174.344508782537,6,224.50907854415658,49.01853038177212,676.4873710452509,1
65.36181436223178,0.6748778361425455,108.97271529029055,60.384481708088735,7626.534899114843,3,163.3544657161917,11.775191590426846,493.4823233077748,0
74.96895147105346,0.552512265800385,119.23974378143683,84.63017865738931,2014.614957931604,5,57.90913703652928,32.1840434505863,393.35665249348233,0
84.63317690683539,0.5387179822735089,95.25976059974745,53.97148732571199,2341.944256168129,2,194.127844915365,3.4129455094934436,461.55318873005785,0
62.81238643232065,0.6701795924335945,114.9980047884742,45.73992248692265,5212.677538240658,4,102.7544687502423,105.23451467795485,369.5354001385533,0
67.21511535004274,0.4725256423201207,105.58535676433051,55.83670477831469,1720.9985264986217,7,35.12910531751362,72.94194347884813,537.1816810994723,0
53.40497538990958,0.578092969985778,80.98178540625536,39.52078712694173,3054.3169268303227,6,170.43977896907495,97.80221974443009,606.4456208140635,0
52.05690063878994,0.47935564941350073,106.3704200959775,80.81951558287099,3214.6247794780447,7,215.38962151415006,62.58653428835878,487.89585079324615,0
82.18788733591298,0.5530724698799256,80.1660667311938,47.70106556543972,1596.299332527641,6,17.120839789119938,71.94117953062732,337.90399505463597,0
90.34360042856234,0.3834482684776836,87.34239450230416,40.906000196617306,2051.8283339516074,2,146.76385353501385,84.10253733709979,602.1650835057677,1
68.91984817629499,0.01223656834471415,103.78656614584749,32.464664924699456,7885.518420082566,0,94.04660074039013,108.96139529570578,322.37010384342216,0
85.05299346838036,0.4731441675627392,105.94488546760248,61.458302874096574,1671.9585454726837,4,11.187465608139831,11.010226539101492,345.4045222076959,1
75.42454037571451,0.7845496272199881,76.21535069845741,58.007811192416085,284.5739184392249,5,45.86683060819962,39.71380736828723,482.16616125052815,0
60.323203680923136,0.6852430804483185,121.07971542365752,37.539684428788604,6293.549426289384,2,50.74746796870781,85.08314288400005,525.1785245675499,1
75.4209340826262,0.6930794969182341,111.44012556600946,53.64677017683634,9759.8311939245,3,66.74910056305947,115.00206756016713,542.2247498758354,0
93.07054849698955,0.7472261443612436,85.90543128778232,22.371660476807154,3312.138146231214,6,293.23281357484126,117.69689141880066,493.3860447953527,1
69.46260941335073,0.5177315181922875,69.24830407101649,47.774558626097345,1186.5570319625228,9,160.4145312645208,76.57236109647148,676.0043765134858,0
93.4696548372101,0.5394631414811191,97.10190841837138,51.79134528115042,5703.873253675308,6,53.68638717869121,23.23181733058407,506.5168341083202,1
30.703823438653835,0.37646962091312997,91.08112572277679,70.60994714338834,9063.542110956461,4,36.60839292867958,14.305069369674808,603.4668101752936,1
82.32853756562835,0.43678542879459004,102.26280914106046,33.43771795906966,7840.617798284788,2,108.74826743609925,113.52523731365105,578.6954564094698,1
71.30570602357257,0.6231542299542283,92.73766677688867,25.824710567965134,6225.15868412716,6,291.27566432712507,52.0713227355009,370.712626779547,0
65.51488974301199,0.7407768874337632,59.85086278509981,31.568580586124376,3150.5649660759937,7,133.02784449796988,23.377923991522177,483.02695127144784,0
71.37641164803253,0.4721107448638001,92.23306123397683,24.9514724952762,5418.801732762199,2,58.3625365072874,112.06710189331214,712.3320513281019,0
40.18646628098661,0.40996214702971767,93.88761777863374,65.04986036638475,912.4484130425536,6,147.50240626434837,12.542912587717424,449.56491460597425,1
66.70492168243732,0.5001055917713194,112.67322049548117,68.22958942536056,6789.4542428067,8,202.688718409776,87.54853162284901,432.5379475643309,0
75.35668857267619,0.620241349785823,86.036006507779,49.80324866923243,7250.960188976508,4,10.798227027875056,75.03156330520011,517.0575581477023,0
92.16841067112274,0.21122903677329163,133.57349346745133,63.31942418527722,9650.316229099188,6,229.08925752566319,10.52815972570702,453.1480070739948,1
62.22594672589529,0.04076380937255236,61.76718898696486,47.00937570870353,2603.9735874507164,6,144.2117748503981,40.64985547673306,420.62954204977615,0
57.87259595660218,0.3898926301016833,126.22334995605249,43.57332528448851,184.56419043022643,1,3.5499444228859502,17.991682744801277,451.67166057024133,1
62.47364434623195,0.25585751481716823,95.51362058243791,40.004435714193576,5456.0846442715065,7,245.96963061542903,72.53983110397935,643.2009671368626,0
83.73103176553111,0.3983719604705378,117.19169744687113,40.34413512933652,7067.905043968144,6,260.0214869803666,57.253563801291456,486.3381308522428,0
74.93126664489526,0.4704439362365057,101.59602968117466,21.782976655364532,7904.07475882988,5,229.52652282391924,0.513014959258915,367.19249672452884,0
62.05359694349442,0.4093503181953973,122.79111072050938,48.96382145411009,1937.389330248106,3,124.80452942342411,117.08526795406897,348.8253461911836,0
77.69901149670034,0.7904935068941491,92.25276070894378,44.39499134678935,2617.5286903702367,7,193.30577173407582,41.95015798674485,720.680493205447,0
71.4561632402206,0.565348952920464,78.02759149644376,56.180410861168134,5125.909252672964,4,141.31256273870392,30.984527140445998,477.6665630565898,1
84.52967485799334,0.5600948719221657,128.41008574542127,46.402852446579146,3306.0080997000186,2,255.72693150828846,26.69315469529232,543.4578500965418,1
59.469203591839715,0.6244414288086804,97.73038708235718,42.559444476463625,8605.11486587445,7,213.00676797529636,19.05790754082814,422.86227736603905,0
65.08506780103347,0.27223337644384615,104.43116947248421,31.932104549885537,4737.601537387202,5,29.85667654701916,119.89644914598118,532.0985969271416,0
