failure,error_count,task_hour,task_day_of_month,task_day_of_week,robot_id_length,software_version_length,product_code_type,error_severity,hourly_error_rate
0,13,13,11,2,15,27,4,13,0.0
0,13,14,11,2,15,27,4,13,3.0
0,13,14,11,2,15,27,4,13,0.0
0,13,14,11,2,15,27,4,13,0.0
0,13,14,11,2,15,27,4,13,3.0
0,13,14,11,2,15,27,4,13,3.0
0,13,14,11,2,15,25,5,13,0.0
0,13,15,11,2,15,15,2,13,0.0
0,13,15,11,2,15,27,4,13,0.0
0,13,16,11,2,15,27,4,13,0.0
0,13,16,11,2,15,26,5,13,0.0
0,13,19,11,2,15,22,2,13,0.0
0,13,20,11,2,15,27,4,13,0.0
0,13,7,12,3,15,27,4,13,0.0
0,13,8,12,3,15,27,4,13,0.0
0,14,9,12,3,15,32,1,14,18.0
0,13,9,12,3,15,27,4,13,0.0
0,4,9,12,3,15,9,5,4,0.0
0,13,10,12,3,15,27,4,13,0.0
0,13,11,12,3,15,27,4,13,0.0
0,13,11,12,3,15,27,4,13,0.0
0,13,11,12,3,15,27,4,13,0.0
0,13,11,12,3,15,27,4,13,0.0
0,13,11,12,3,15,27,4,13,0.0
0,13,11,12,3,15,27,4,13,0.0
0,13,12,12,3,15,27,4,13,0.0
0,13,12,12,3,15,27,4,13,0.0
0,13,12,12,3,15,27,4,13,0.0
0,14,13,12,3,15,32,1,14,18.0
0,13,13,12,3,15,26,5,13,0.0
0,13,14,12,3,15,26,5,13,0.0
0,13,15,12,3,15,26,5,13,0.0
0,13,16,12,3,15,27,4,13,0.0
0,13,16,12,3,15,27,4,13,0.0
0,13,16,12,3,15,27,4,13,0.0
0,13,18,12,3,15,27,4,13,0.0
0,13,22,12,3,15,22,2,13,0.0
0,13,0,13,4,15,27,4,13,0.0
0,14,9,13,4,15,32,1,14,0.0
0,13,10,13,4,15,26,5,13,0.0
0,13,10,13,4,15,27,4,13,0.0
0,14,11,13,4,15,32,1,14,3.0
0,13,12,13,4,15,27,4,13,0.0
0,13,12,13,4,15,27,4,13,0.0
0,14,13,13,4,15,32,1,14,19.0
0,13,14,13,4,15,25,5,13,0.0
0,14,14,13,4,15,32,1,14,7.0
0,14,14,13,4,15,32,1,14,7.0
0,14,15,13,4,15,32,1,14,0.0
0,13,15,13,4,15,27,4,13,0.0
0,13,16,13,4,15,25,5,13,0.0
0,13,16,13,4,15,26,5,13,0.0
0,13,16,13,4,15,27,4,13,0.0
0,13,17,13,4,15,27,4,13,0.0
0,13,17,13,4,15,27,4,13,0.0
0,13,22,13,4,15,27,4,13,0.0
0,14,0,14,5,15,32,1,14,0.0
0,13,9,14,5,15,27,4,13,0.0
0,13,9,14,5,15,27,4,13,0.0
0,13,10,14,5,15,26,5,13,0.0
0,13,10,14,5,15,27,4,13,0.0
0,13,11,14,5,15,27,4,13,0.0
0,13,11,14,5,15,27,4,13,0.0
0,13,11,14,5,15,25,5,13,0.0
0,13,12,14,5,15,27,4,13,3.0
0,13,12,14,5,15,27,4,13,3.0
0,13,12,14,5,15,27,4,13,3.0
0,13,12,14,5,15,27,4,13,3.0
0,13,12,14,5,15,25,5,13,0.0
0,13,14,14,5,15,27,4,13,0.0
0,13,14,14,5,15,26,5,13,0.0
0,13,16,14,5,15,27,4,13,0.0
0,13,1,15,6,15,26,5,13,0.0
0,13,1,15,6,15,26,5,13,0.0
0,13,1,15,6,15,26,5,13,0.0
0,14,6,15,6,15,32,1,14,0.0
0,13,7,15,6,15,9,5,13,0.0
0,13,8,15,6,15,26,5,13,0.0
0,13,10,15,6,15,27,4,13,0.0
0,14,11,15,6,15,32,1,14,0.0
0,13,22,15,6,15,26,5,13,0.0
0,13,23,15,6,15,27,4,13,0.0
0,13,23,15,6,15,27,4,13,0.0
0,13,23,15,6,15,27,4,13,0.0
0,13,4,16,0,15,26,5,13,0.0
0,13,8,16,0,15,27,4,13,0.0
0,13,8,16,0,15,27,4,13,0.0
0,13,9,16,0,15,27,4,13,0.0
0,13,9,16,0,15,27,4,13,0.0
0,14,10,16,0,15,32,1,14,0.0
0,13,12,16,0,15,27,4,13,0.0
0,13,13,16,0,15,27,4,13,0.0
0,13,14,16,0,15,27,4,13,0.0
0,13,17,16,0,15,27,4,13,0.0
0,13,3,17,1,15,15,2,13,0.0
0,13,8,17,1,15,27,4,13,0.0
0,13,9,17,1,15,27,4,13,0.0
0,13,10,17,1,15,27,4,13,0.0
0,13,10,17,1,15,27,4,13,5.0
0,13,10,17,1,15,27,4,13,5.0
0,13,10,17,1,15,27,4,13,5.0
0,13,10,17,1,15,27,4,13,5.0
0,13,10,17,1,15,27,4,13,5.0
0,13,10,17,1,15,27,4,13,0.0
0,13,11,17,1,15,27,4,13,3.0
0,13,11,17,1,15,27,4,13,3.0
0,13,11,17,1,15,27,4,13,0.0
0,13,11,17,1,15,27,4,13,3.0
0,13,12,17,1,15,27,4,13,0.0
0,13,12,17,1,15,27,4,13,0.0
0,13,12,17,1,15,27,4,13,0.0
0,5,13,17,1,15,9,5,5,0.0
0,13,13,17,1,15,27,4,13,0.0
0,13,15,17,1,15,27,4,13,0.0
0,13,15,17,1,15,27,4,13,0.0
0,13,17,17,1,15,27,4,13,0.0
0,13,17,17,1,15,27,4,13,0.0
0,13,17,17,1,15,27,4,13,0.0
0,13,17,17,1,15,27,4,13,0.0
0,13,17,17,1,15,27,4,13,0.0
0,13,17,17,1,15,27,4,13,0.0
0,13,18,17,1,15,27,4,13,0.0
0,14,6,18,2,15,32,1,14,0.0
0,13,8,18,2,15,15,2,13,0.0
0,13,8,18,2,15,27,4,13,0.0
0,13,8,18,2,15,27,4,13,0.0
0,13,9,18,2,15,26,5,13,0.0
0,13,9,18,2,15,27,4,13,0.0
0,13,9,18,2,15,27,4,13,0.0
0,13,9,18,2,15,15,2,13,0.0
0,13,10,18,2,15,27,4,13,0.0
0,13,12,18,2,15,27,4,13,3.0
0,13,12,18,2,15,27,4,13,3.0
0,13,12,18,2,15,27,4,13,3.0
0,13,14,18,2,15,27,4,13,3.0
0,13,14,18,2,15,27,4,13,3.0
0,13,14,18,2,15,27,4,13,3.0
0,13,15,18,2,15,15,2,13,0.0
0,13,17,18,2,15,27,4,13,0.0
0,13,21,18,2,15,27,4,13,0.0
0,13,23,18,2,15,27,4,13,0.0
0,13,8,19,3,15,27,4,13,0.0
0,13,8,19,3,15,27,4,13,0.0
0,13,8,19,3,15,26,5,13,0.0
0,13,8,19,3,15,27,4,13,0.0
0,13,8,19,3,15,25,5,13,0.0
0,14,8,19,3,15,32,1,14,0.0
0,13,9,19,3,15,27,4,13,3.0
0,13,9,19,3,15,27,4,13,3.0
0,13,9,19,3,15,27,4,13,0.0
0,13,9,19,3,15,27,4,13,3.0
0,13,9,19,3,15,26,5,13,0.0
0,13,11,19,3,15,27,4,13,0.0
0,13,11,19,3,15,27,4,13,0.0
0,13,11,19,3,15,27,4,13,0.0
0,13,11,19,3,15,27,4,13,0.0
0,13,11,19,3,15,27,4,13,0.0
0,13,11,19,3,15,27,4,13,0.0
0,13,11,19,3,15,27,4,13,0.0
0,13,12,19,3,15,27,4,13,0.0
0,13,12,19,3,15,27,4,13,0.0
0,13,12,19,3,15,27,4,13,0.0
0,13,13,19,3,15,27,4,13,0.0
0,13,13,19,3,15,27,4,13,0.0
0,13,14,19,3,15,27,4,13,3.0
0,13,14,19,3,15,27,4,13,0.0
0,10,14,19,3,15,27,4,10,0.0
0,13,14,19,3,15,27,4,13,0.0
0,13,14,19,3,15,26,5,13,0.0
0,13,14,19,3,15,27,4,13,0.0
0,13,14,19,3,15,27,4,13,0.0
0,13,14,19,3,15,27,4,13,3.0
0,13,14,19,3,15,27,4,13,3.0
0,13,14,19,3,15,27,4,13,0.0
0,13,14,19,3,15,27,4,13,3.0
0,13,14,19,3,15,27,4,13,0.0
0,13,15,19,3,15,27,4,13,0.0
0,13,16,19,3,15,26,5,13,0.0
0,13,17,19,3,15,27,4,13,0.0
0,13,18,19,3,15,27,4,13,0.0
0,13,18,19,3,15,27,4,13,0.0
0,13,19,19,3,15,26,5,13,0.0
0,14,22,19,3,15,32,1,14,6.0
0,14,9,20,4,15,32,1,14,0.0
0,13,9,20,4,15,26,5,13,0.0
0,13,10,20,4,15,27,4,13,0.0
0,13,10,20,4,15,26,5,13,0.0
0,14,10,20,4,15,32,1,14,0.0
0,13,12,20,4,15,27,4,13,0.0
0,13,13,20,4,15,27,4,13,0.0
0,13,14,20,4,15,9,5,13,0.0
0,14,14,20,4,15,32,1,14,4.0
0,13,15,20,4,15,27,4,13,0.0
0,13,15,20,4,15,27,4,13,0.0
0,13,16,20,4,15,27,4,13,0.0
0,13,16,20,4,15,27,4,13,0.0
0,13,17,20,4,15,27,4,13,0.0
0,13,17,20,4,15,27,4,13,0.0
0,13,18,20,4,15,27,4,13,0.0
0,13,3,21,5,15,26,5,13,4.0
0,13,3,21,5,15,26,5,13,4.0
0,13,3,21,5,15,26,5,13,4.0
0,13,3,21,5,15,26,5,13,4.0
0,13,3,21,5,15,26,5,13,4.0
0,13,3,21,5,15,27,4,13,0.0
0,13,3,21,5,15,26,5,13,0.0
0,13,4,21,5,15,27,4,13,0.0
0,13,7,21,5,15,27,4,13,0.0
0,13,9,21,5,15,26,5,13,0.0
0,13,9,21,5,15,27,4,13,0.0
0,13,10,21,5,15,26,5,13,3.0
