failure,error_count,operational_hours,temperature,vibration,pressure,humidity,last_maintenance_days,robot_age_months,power_consumption
0,14,8175.698965489444,82.01988134122111,0.9597598546454598,68.1964536844098,18.541088977631183,7789,56,83.3964696414451
0,14,8166.281743267222,75.27715411058952,0.7563690718822789,74.4472386838452,53.205249934394615,5586,57,113.62254346915712
0,13,8148.669798822778,69.52117110232905,0.45012056516361487,33.91675762559816,51.653263402158565,7706,0,447.5100212099821
0,9,8124.670632156111,73.26832241128376,0.05338951313211937,8.516059813326326,64.72220526402477,5572,99,498.2237987244922
0,13,8124.190909933889,54.619257143115796,0.4280122067427188,98.3395013365034,33.65212904307333,547,114,907.1279559246881
0,13,8101.282298822778,0.5095759628989782,0.562506651835752,98.26328835830832,73.04653077384775,4042,102,954.170531515684
0,13,8099.070632156111,40.76046683961667,0.37985070945708554,61.75423927752428,53.11966439676703,9220,39,780.9253314776971
0,13,8091.669798822778,70.01146344612623,0.28985977434001065,34.926496014302955,58.85269649065046,4106,114,606.511392618043
0,13,8091.0600766005555,93.82423721581674,0.8799586980460219,105.41848225441647,24.593041052578023,4657,14,96.10983731264989
0,13,8076.612298822778,94.45679384578911,0.9243551004091839,2.838075886961855,46.765179957704795,9993,106,468.25269783468417
0,13,8074.958965489444,86.44190413069211,0.5805899482637285,31.53444239316502,11.032442237115724,9223,36,213.80709609999315
0,14,8024.960632156111,8.495451116738085,0.5065880625884787,32.2991070915842,91.26628550778797,6511,75,718.0099031728986
0,13,7974.577576600555,71.34577289658812,0.04909116561377003,98.1364787285044,23.049003705589023,6465,10,650.3966365676683
0,14,7958.814798822777,27.74170060502734,0.2755950070081956,53.78888130746646,41.72381108998455,9382,72,967.2318133873262
0,14,7956.1739654894445,41.458742368508105,0.6387257908282253,89.03040365995182,26.385687120158764,900,65,966.7718547348701
0,14,7955.923132156111,0.6879438250523506,0.34537965996494147,42.571785528549455,9.207731972551624,9007,67,687.4553535641661
0,13,7955.438132156111,83.38612786353457,0.6664202293264825,72.82354195660935,40.27169108122324,8115,64,978.2060637309007
0,14,7926.318687711667,24.284582898226105,0.27500782747311714,22.22468369186813,90.47988454021821,3448,115,956.9707178426414
0,14,7924.126187711667,48.93724706492528,0.29285535902195114,78.04141262399438,54.716234437355894,7233,77,191.0275894310376
0,14,7921.5825766005555,47.29067244979053,0.03172627301219655,10.840879641130508,35.87592790985574,6979,51,75.42131285613318
0,14,7921.494521045,60.507468316422816,0.4447543819870503,43.5178159416031,68.95245863452364,7229,46,43.55081713167519
0,14,7913.303409933889,10.933034195019676,0.1301660251380996,129.54263101263552,15.499419770209144,8132,68,969.8391651169438
0,14,7843.263409933889,42.3726778157107,0.8686900997636056,49.89156657211433,29.99731154477989,6497,8,898.7721461746906
0,14,7840.227576600556,66.46230384165031,0.37901252499714544,117.42593513413755,18.133099997826285,5969,111,366.7421614638069
0,14,7839.4592432672225,37.48271904597031,0.7024361883395172,55.652289955537626,25.27120835121648,4274,63,924.4703904209863
0,14,7830.596187711667,50.18272824547125,0.07040998667723009,136.40936252504963,53.24266440245313,8042,113,349.1009707205208
